latitude,longitude,address,city,state,zip
37.132001,-122.297457,2060 GREEN OAKS WAY,Pescadero,CA,94060
36.987107,-121.934302,6103 ABBEY RD,Aptos,CA,95003
37.0731901,-122.0833359,8025 FERNWOOD AVE,Ben Lomond,CA,95005
36.9871301,-122.0210892,121 BUTTON ST,Santa Cruz,CA,95060
36.971022,-122.053455,144 CALVIN PL,Santa Cruz,CA,95060
37.004491,-121.934901,100 HUMMA YEPPA DR,Soquel,CA,95073
36.916823,-121.748338,443 E BEACH ST,Watsonville,CA,95076
